"CID,A,10","CCUSTYPE,A,1","CSUPTYPE,A,1","CNAME1,A,40","CNAME2,A,40","CADDRESS1,A,40","CADDRESS2,A,40","CZIPCODE,A,10","CSVATNO,A,15","CLOCALITY,A,40","CLANGUAGE,A,2","CISPERS,L,1","CPROCAT,A,3","CSUPCAT,A,3","CCUSCAT,A,3","CCURRENCY,A,3","CVATREF,A,2","CVATNO,A,12","CVATCAT,A,1","CTELNO,A,25","CFAXNO,A,25","CCUSLSTMNO,I,4","CSUPLSTMNO,I,4","CCUSVNAT1,A,3","CCUSVNAT2,A,3","CCUSVATCMP,N,8","CSUPVNAT1,A,3","CSUPVNAT2,A,3","CSUPVATCMP,N,8","CCUSCTRACC,A,10","CSUPCTRACC,A,10","CCUSIMPUTA,A,10","CSUPIMPUTA,A,10","CSUPCATCOMM,A,1","CNATREGISTRYID,A,20","CCTRYCODE,A,2","CBANKCODE,A,8","CBANKNO,A,20","DBNKQUALIF,A,8","CISWARNING,L,1","CISREADONL,L,1","CISBLOCK,L,1","CISSECRET,L,1","CCUSPAYDELAY,A,6","CSUPPAYDELAY,A,6","CCUSPAYDISC,N,8","CSUPPAYDISC,N,8","CCUSPDISCDEL,I,4","CSUPPDISCDEL,I,4","CCUSTEMPLID,A,10","CSUPTEMPLID,A,10","CMEMO,M,11","CREMLASTDATE,@,8","CREMLASTLEVEL,I,4","CREMCAT,A,5","CREMSTATUS,A,1","CTOTINTEREST,$,8","CMANUALPAY,L,1","CINDEPPAYEE,L,1","CINDEPPIMPUT,A,10","CBNKCIVILITY,A,1","CBNKLANGCODE,A,1","CBNKBANKDBK,A,4","CFACTORING,L,1","CFACTORID,A,10","CBANKORDERPAY,L,1","CBANKORDERPAYNO,A,15","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","EMAILADDRESS,A,60","HTTPADDRESS,A,60","CSUPPJOB,A,10","CTEMPCUSDEBIT,$,8","CTEMPCUSCREDIT,$,8","CTEMPSUPDEBIT,$,8","CTEMPSUPCREDIT,$,8","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","CBUSINESSNO,A,20","CSLEEPING,L,1","CCUSISWARNING,L,1","CSUPISWARNING,L,1","CCUSISREADONL,L,1","CSUPISREADONL,L,1","CCUSISBLOCK,L,1","CSUPISBLOCK,L,1","CCUSISSECRET,L,1","CSUPISSECRET,L,1","CCUSSLEEPING,L,1","CSUPSLEEPING,L,1","CBNKTYPEPAY,A,3","BOARDDATE,@,8","BOARDPUBLIC,L,1","FISCALCONTROL,A,25","FISCALCTRLTELNO,A,25","FOLDERID,A,2","FYEAREND,@,8","MANFOLDER,L,1","MANREPORT,L,1","REVISOR,A,10","USERRESP,A,10","VATCONTROL,A,25","VATCTRLTELNO,A,25","VATTYPE,A,3","CINDEPPAYAMN,$,8","TREMEXT,A,40","CCOUNTRY,A,6","CCOUHEAD,A,40","CSUPDISCADV,L,1","CSUPDISCADVTYPE,A,1","CCUSDISCADV,L,1","CCUSDISCADVTYPE,A,1"
REDUCTA,C,U,REDUCTA SPRL,Service Comptabilité Fournisseurs,RUE ST MICHEL 8,,BE4000,,LIEGE 1,F,0,,,,,BE,0417894113,,04/223.15.21,04/223.36.95,281,0,,,0.000000,,,0.000000,,,,,,,BE,,340161012257,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0417894113,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REDVCO,C,U,REDEVCO RETAIL BELGIUM SCS,Service Comptabilité Fournisseurs,RUE DU TRONE 108,,BE1050,,BRUXELLES,F,0,,,,,BE,0478098845,,02/645.37.00,02/645.37.11,2,0,,,0.000000,,,0.000000,,,,,,,BE,,720540643252,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0478098845,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REED,U,S,REED MARIAN,,AVE WIELEMANS CEUPPENS 103,,BE1190,,Brussel (Vorst),,0,,,,,BE,0894703254,,02/345.67.72,02/345.67.72,21,27,,,,BSD,GD,21.000000,,,,601000,,,,BBRBBE,143070545676,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,0,2,ING,0,,0,,2004-03-16 00:00:00,2004-06-01 13:52:33,SCHILS,,,,,,,,,,SCHILS,2008-06-24 08:42:11,M,,0894703254,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REENAERS,C,U,REENAERS MICHEL,Service Comptabilité Fournisseurs,RUE LONHIENNE 26/1,,BE4000,,LIEGE 1,F,0,,,,,,,N,,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-03-15 09:03:42,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
REEUWS,C,U,REEUWS MACHINES,Service Comptabilité Fournisseurs,REKKEMSESTRAAT 181,,BE8510,,KORTRIJK MARKE,F,0,,,,,BE,0524156920,,056/21.25.36,056/22.87.19,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0524156920,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REFERENCES,U,S,REFERENCES,,RUE ROYALE 120,,BE1000,,Brussel,F,0,,,,,BE,0476288311,,02/2255286,,3,1,,,,BSD,GD,21.000000,,,,617000,,,,BBRBBE,310165860790,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2007-03-21 10:09:34,SCHILS,2008-01-07 12:13:08,A,000,0476288311,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
REFMEDIA,C,U,REFERENCE MEDIA SPRL,Service Comptabilité Fournisseurs,BLD PIERCOT 48,,BE4000,,LIEGE 1,F,0,,,,,BE,0454494290,,04/221.58.68,04/221.58.98,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2004-05-10 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0454494290,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REFORME,C,U,REFORME,Service Comptabilité Fournisseurs,PARC ART DES CAHOTTES -CHEMIN DES MOISSO,,BE4400,,FLEMALLE,F,0,,,,,BE,0402973335,,04/250.51.50,04/250.53.51,232,0,,,0.000000,,,0.000000,,,,,,,BE,,240071367550,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2004-05-10 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0402973335,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REFRICAR,C,U,REFRICAR (ETS) SA,Service Comptabilité Fournisseurs,PARC IND DES HAUTS SARTS 140,,BE4040,,HERSTAL,F,0,,,,,BE,0450327745,,04/248.34.17,04/248.25.41,8,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2006-11-29 00:00:00,2,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0450327745,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REFRINAM,C,U,REFRINAM SA,Service Comptabilité Fournisseurs,RUE ISIDORE DERÈSE 5 B,,BE5190,,JEMEPPE-SUR-SAMBRE MORNIMONT,F,0,,,,,BE,0474889234,,071/75.00.00,071/78.04.76,91,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2007-11-20 10:55:20,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
REFRINEX,C,U,REFRINAM EXPORT SA,Service Comptabilité Fournisseurs,RUE ISIDORE DERESE 5B,,BE5190,,JEMEPPE-SUR-SAMBRE MORNIMONT,F,0,,,,,BE,0453521718,,071/75.00.00,071/78.04.76,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2008-01-03 10:38:44,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
REGAIN,U,S,REGAIN DECORATION,,,,BE,,,F,0,,,,,BE,0431466688,,,,1,3,,,,BSD,GD,0.000000,,,,,,,,BBRBBE,732645355502,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2007-03-19 15:04:07,SCHILS,2008-01-07 12:13:08,A,000,0431466688,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
REGAL,C,U,REGAL (LAITERIE FROMAGERIE) SA,Service Comptabilité Fournisseurs,RUE DERRIERE LES JARDINS 8-16,,BE4610,,BEYNE-HEUSAY QUEUE-DU-BOIS,F,0,,,,,BE,0403916116,,04/370.63.98,04/370.64.80,0,0,,,0.000000,,,0.000000,,,,,,,BE,,240023437224,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0403916116,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REGATEC,U,S,REGATEC,,BLD REPUBLIQUE 28,,BE,,,F,0,,,,,FR,,,,,1,123,,,,SDD,DD,21.000000,,,,,,,,,,,0,0,0,0,,30,,,,,,,,,,,,,1,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2005-06-01 14:03:03,SCHILS,2008-01-10 18:14:17,A,000,,0,0,0,0,0,0,0,0,0,0,0,FOR,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REGICLER,C,S,REGICLER,Service Comptabilité Fournisseurs,RUE COMMANDANT NAESSENS 22,,BE4431,,ANS LONCIN,F,0,,,,,BE,0723207551,,04/247.07.18,04/247.37.43,10,2,,,0.000000,BSD,GD,21.000000,,,,,,,BE,,340025073730,,0,0,0,0,,30,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,ING,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0723207551,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REGII,C,U,REGII BY,Service Comptabilité Fournisseurs,AVE CERAMIQUE 221,,BENL,,6221 KX MAASTRICHT,F,0,,,,,,,X,,+31433523555,2,0,,,0.000000,,,0.000000,,,,,,,NL,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2004-09-14 11:40:33,SCHILS,2008-08-04 16:09:59,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REGINSTE,C,U,REGINSTER JEAN,Service Comptabilité Fournisseurs,RUE DU VAL NOTRE DAME,,BE4520,,WANZE,F,0,,,,,BE,0879675875,,0478/32.01.02,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,,2006-03-06 15:35:50,SCHILS,2008-08-04 16:09:59,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REGIPUB,C,U,REGIPUB SPRL,Service Comptabilité Fournisseurs,RUE DES DEPORTES 93,,BE4800,,VERVIERS,F,0,,,,,BE,0444194870,,087/22.42.42,087/23.18.43,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2004-05-10 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0444194870,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REIFEN,C,U,REIFEN EXPRESS PGMBH,Service Comptabilité Fournisseurs,AACHENER STRASSE 141,,BE4701,,EUPEN KETTENIS,F,0,,,,,BE,0475451933,,087/56.15.56,087/55.82.36,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2008-02-07 13:16:52,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REIFF,C,U,REIFF,,RUE MITOYENNE 353,,BE4840,,WELKENRAEDT,F,0,,,,,BE,0444819036,,087/89.03.33,087/89.03.35,0,0,,,0.000000,,,0.000000,,,,,,,BE,,248015404034,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0444819036,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REINHARD,C,U,CHATEAU DE REINHARDSTEIN,Service Comptabilité Fournisseurs,LE BURG METTERNICH,,BE4950,,WAIMES,F,0,,,,,,,N,,,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RELAIS,C,U,HOTEL LE RELAIS SPRL,Service Comptabilité Fournisseurs,PL DU MONUMENT 22,,BE4900,,SPA,F,0,,,,,BE,0459880067,,087/77.11.08,087/77.25.93,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0459880067,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RELAISFERM,U,S,LE RELAIS DE LA FERMETTE,,AVE DE SPA 119,,BE4802,,Heusy,F,0,,,,,BE,0866416569,,087/22.33.55,087/22.07.16,1,2,,,,BSD,GD,21.000000,,,,601100,,,,BBRBBE,778594968753,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2007-10-12 11:10:26,SCHILS,2008-01-07 12:13:08,A,000,0866416569,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
RELAX,C,U,GREGOIRE (RELAX CENTER) SA,Service Comptabilité Fournisseurs,RUE COMMANDANT NAESSENS 39,,BE4340,,AWANS VILLERS-L'EVEQUE,F,0,,,,,BE,0447142878,,04/257.55.82,04/257.55.82,4,0,,,0.000000,,,0.000000,,,,,,,BE,,340062429339,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0447142878,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REMACLE,C,U,REMACLE LAURENT,Service Comptabilité Fournisseurs,CHSEE DE BRUNEHAULT 289,,BE4041,,HERSTAL VOTTEM,F,0,,,,,BE,0557723076,,0495/21.67.79,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-02-24 17:33:37,SCHILS,2008-08-04 16:09:59,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REMION,C,U,REMION PIERRE,Service Comptabilité Fournisseurs,RUE JEAN SCHINLER 27,,BE4140,,SPRIMONT,F,0,,,,,BE,0880110593,,0497/47.73.80,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-04-05 09:21:03,SCHILS,2008-08-04 16:09:59,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REMIONCL,C,U,REMION CLAUDE SA,Service Comptabilité Fournisseurs,PL ALBERT I 15,,BE4960,,MALMEDY,F,0,,,,,,,N,080/79.98.10,080/79.98.19,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-10-03 16:58:34,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
REMITS,U,S,REMITS Jacqueline,,Rue du Parc 7/22,,BE4020,,Bressoux,,0,,,,,,,N,043437877,,31,52,,,,BSD,GD,0.000000,,,,613010,B,,,BBRBBE,340033646813,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,0,2,ING,0,,0,,2004-03-15 00:00:00,2004-06-01 13:52:39,SCHILS,,,JOURNALIST,,,,,,,SCHILS,2008-07-23 12:06:21,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
REMONDIS,C,U,REMONDIS,Service Comptabilité Fournisseurs,AMBACHTENSTRAAT 13B4,,BE3210,,LUBBEEK,F,0,,,,,BE,0446692126,,016/62.11.90,016/62.12.05,3,0,,,0.000000,,,0.000000,,,,,,,BE,,721540016973,,0,0,0,0,,,0.000000,0.000000,0,0,,,,2008-07-25 00:00:00,1,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2008-03-10 11:13:42,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REMYDANI,C,U,REMY DANIEL PP,Service Comptabilité Fournisseurs,RUE D'OGNE 72,,BE4140,,SPRIMONT,F,0,,,,,BE,0751435937,,04/384.66.79,,0,0,,,0.000000,,,0.000000,,,,,,,BE,,001213493642,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0751435937,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RENARD,C,U,RENARD REGIS PP,Service Comptabilité Fournisseurs,GRAND' RY 173,,BE4860,,PEPINSTER,F,0,,,,,BE,0863027113,,0472/87.98.36,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0863027113,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RENARDJP,U,S,RENARD J-P SPRL,,RUE A DE BOECK 54,,BE1000,,Evere,F,0,,,,,,,N,,,3,2,,,,BSD,GD,0.000000,,,,601000,,,,BBRBBE,210091886031,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2006-05-30 16:18:06,SCHILS,2008-01-07 12:13:08,A,000,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
RENAULTR,C,U,RENAULT BRUSSELS,Service Comptabilité Fournisseurs,BLD DE LA PLAINE 21,,BE1050,,BRUXELLES,F,0,,,,,BE,0402667982,,,,2,0,,,0.000000,,,0.000000,,,,,,,BE,,310029760393,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2008-05-14 08:54:57,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RENCONTRES,U,S,RENCONTRES DU III MILLENAIRE,,RUE BELLEVUE 1,,BE4840,,Welkenraedt,F,0,,,,,BE,0476429752,,,,1,2,,,,,,,,,,,,,,BBRBBE,634336220159,,0,0,0,0,,30,,,,,,,,,,,,,0,0,,,,,0,,0,,,,,,,,,,,,SCHILS,2007-01-09 10:23:25,SCHILS,2008-01-07 12:13:08,A,000,0476429752,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,,,,BE,Belgique,0,,0,
RENERY,C,U,RENERY CHRISTOPHE,Service Comptabilité Fournisseurs,RUE GILLES MAGNEE 1/34,,BE4430,,ANS,F,0,,,,,BE,0753273492,,0495/36.05.05,,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,,2004-07-26 12:41:37,SCHILS,2008-08-04 16:09:59,A,000,,,0,0,0,0,0,0,0,0,,,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RENIER,C,U,RENIER ET FILS (GARAGE) SA,Service Comptabilité Fournisseurs,RUE DE LA CLE 6,,BE4651,,HERVE BATTICE,F,0,,,,,BE,0418432759,,087/69.27.28,087/69.27.20,0,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2006-06-13 16:10:25,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE,Belgique,0,,0,
RENKIN,C,U,ETS RENKIN SA,Service Comptabilité Fournisseurs,PARC IND - RUE DE LONCIN 234,,BE4460,,GRACE-HOLLOGNE,F,0,,,,,BE,0425831285,,04/239.90.90,04/239.90.98,0,0,,,0.000000,,,0.000000,,,,,,,BE,,340067188504,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0425831285,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RENOUPRE,C,U,DC AND CO,Service Comptabilité Fournisseurs,RUE A DEFUISSEAUX 116,,BE4431,,ANS LONCIN,F,0,,,,,BE,0429987538,,04/263.26.59,04/247.04.43,0,0,,,0.000000,,,0.000000,,,,,,,BE,,340092135183,,0,1,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0429987538,0,0,0,1,1,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RENOV,C,U,RENOV HOME PRO SPRL,Service Comptabilité Fournisseurs,RUE DU COUVENT 180,,BE4020,,LIEGE JUPILLE-SUR-MEUSE,F,0,,,,,BE,0889114371,,04/342.22.72,04/370.07.72,2,0,,,0.000000,,,0.000000,,,,,,,BE,,103018380053,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,0.000000,0.000000,0.000000,0.000000,SCHILS,2008-03-10 11:13:42,SCHILS,2008-08-04 16:09:59,A,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RENSON,C,U,RENSONNET SA,Service Comptabilité Fournisseurs,PARC IND - RUE DE L'INDUSTRIE 6-8,,BE4840,,WELKENRAEDT,F,0,,,,,BE,0425037469,X,087/88.01.77,087/88.19.60,238,0,,,0.000000,,,0.000000,,,,,,,BE,,348028219990,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RENSONFI,C,U,RENSON ET ASSOCIES (FIDUCIAIRE) SA,Service Comptabilité Fournisseurs,RUE HAMENTE 14,,BE4537,,VERLAINE,F,0,,,,,BE,0446471402,,04/259.97.50,04/259.66.77,238,1,,,,,,,,,,,,,BE,,103111754980,,0,0,0,0,30,,,,,,,,,,,STD,,,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,SCHILS,2005-05-03 09:15:20,SCHILS,2008-08-04 16:09:59,A,000,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
RENSONN,C,U,RENSONNET (ASCENSEURS) SPRL,Service Comptabilité Fournisseurs,AU FOND RÂCE 33,,BE4300,,WAREMME,F,0,,,,,BE,0467103104,,019/33.90.18,019/33.90.18,2,0,,,0.000000,,,0.000000,,,,,,,BE,,,,0,0,0,0,,,0.000000,0.000000,0,0,,,,,0,,,0.000000,0,0,,,,,0,,0,False,,,MONKEY,,,,,,,,,,SCHILS,2008-08-04 16:09:59,M,,0467103104,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,,BE,Belgique,0,,0,
