"CID,A,10","CCUSTYPE,A,1","CSUPTYPE,A,1","CNAME1,A,40","CNAME2,A,40","CADDRESS1,A,40","CADDRESS2,A,40","CZIPCODE,A,10","CSVATNO,A,15","CLOCALITY,A,40","CLANGUAGE,A,2","CISPERS,L,1","CPROCAT,A,3","CSUPCAT,A,3","CCUSCAT,A,3","CCURRENCY,A,3","CVATREF,A,2","CVATNO,A,12","CVATCAT,A,1","CTELNO,A,25","CFAXNO,A,25","CMEMO,M,11","CCUSLSTMNO,I,4","CSUPLSTMNO,I,4","CCUSVNAT1,A,3","CCUSVNAT2,A,3","CCUSVATCMP,N,8","CSUPVNAT1,A,3","CSUPVNAT2,A,3","CSUPVATCMP,N,8","CCUSCTRACC,A,10","CSUPCTRACC,A,10","CCUSIMPUTA,A,10","CSUPIMPUTA,A,10","CSUPCATCOMM,A,1","CCTRYCODE,A,2","CBANKCODE,A,8","CBANKNO,A,20","DBNKQUALIF,A,8","CISWARNING,L,1","CISREADONL,L,1","CISBLOCK,L,1","CISSECRET,L,1","CCUSPAYDELAY,A,6","CSUPPAYDISC,N,8","CSUPPDISCDEL,I,4","CTEMPCUSDEBIT,$,8","CTEMPCUSCREDIT,$,8","CTEMPSUPDEBIT,$,8","CTEMPSUPCREDIT,$,8","CREMLASTDATE,@,8","CREMLASTLEVEL,I,4","CREMCAT,A,5","CREMSTATUS,A,1","CTOTINTEREST,$,8","CREATEDATE,@,8","MODIFYDATE,@,8","AUTHOR,A,10","CNATREGISTRYID,A,20","CSUPPAYDELAY,A,6","CMANUALPAY,L,1","CINDEPPAYEE,L,1","CINDEPPIMPUT,A,10","CBNKCIVILITY,A,1","CBNKLANGCODE,A,1","CBNKBANKDBK,A,4","CFACTORING,L,1","CFACTORID,A,10","CBANKORDERPAY,L,1","CBANKORDERPAYNO,A,15","CCUSPDISCDEL,I,4","CCUSPAYDISC,N,8","CCUSTEMPLID,A,10","CSUPTEMPLID,A,10","EMAILADDRESS,A,60","HTTPADDRESS,A,60","CSUPPJOB,A,10","CREATEDBY,A,10","CREATEDON,@,8","MODIFIEDBY,A,10","MODIFIEDON,@,8","TRFTSTATUS,A,3","STATIONID,A,3","XUSRGETEMPL,N,8","XUSRGETTO,$,8","XUSRGETINTERES,A,10","CBUSINESSNO,A,20","CSLEEPING,L,1","CCUSISWARNING,L,1","CSUPISWARNING,L,1","CCUSISREADONL,L,1","CSUPISREADONL,L,1","CCUSISBLOCK,L,1","CSUPISBLOCK,L,1","CCUSISSECRET,L,1","CSUPISSECRET,L,1","CCUSSLEEPING,L,1","CSUPSLEEPING,L,1","CBNKTYPEPAY,A,3","BOARDDATE,@,8","BOARDPUBLIC,L,1","FISCALCONTROL,A,25","FISCALCTRLTELNO,A,25","FOLDERID,A,2","FYEAREND,@,8","MANFOLDER,L,1","MANREPORT,L,1","REVISOR,A,10","USERRESP,A,10","VATCONTROL,A,25","VATCTRLTELNO,A,25","VATTYPE,A,3","XUSRCONTACT,A,10","CCOUNTRY,A,6","CCOUHEAD,A,40","CSUPDISCADV,L,1","CSUPDISCADVTYPE,A,1","CINDEPPAYAMN,$,8","CCUSDISCADV,L,1","CCUSDISCADVTYPE,A,1","TREMEXT,A,40"
INTERELECT,U,U,INTERELECTRA CV,,TRICHTERHEIDEWEG 8,,BE3500,,HASSELT,N,,003,,,,BE,0201311226,,011266060,011266910,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:03,2003-09-12 09:46:03,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0201311226,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
INTERFID,C,U,INTERFIDUCIAIRE,,AVENUE DE LA FAIENCERIE 121,,LU1511,,LUXEMBOURG,F,,,,001,,LU,,,00352/47.68472,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:03,2003-09-12 09:46:03,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
INTERGEM,U,S,INTERGEM,,ELEKTRICITEITSTRAAT 68,,BE2800,,MECHELEN,N,,,002,,,BE,0220764971,,015215360,015215640,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:03,2003-09-12 09:46:03,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0220764971,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
INTERGROS,U,U,INTERGROS CV,,OUDE BAAN 150,,BE2610,,WILRIJK,N,,003,,,,BE,0415093880,,038301337,038281538,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:03,2003-09-12 09:46:03,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0415093880,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
INTERKOMMU,C,U,INTERKOMMUNALE ELEKTRIZITETSGESELLSCHAFT,,VERVIERSER STRASSE 64,,BE4700,,EUPEN,F,,,,001,,BE,0205843502,,087742046,087555395,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:03,2003-09-12 09:46:03,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0205843502,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
INTRAMET,U,S,INTRAMET SA,,ZONING INDUSTRIEL,,BE4480,,CLERMONT-SOUS-HUY,F,,,002,,,BE,0414089535,,042758211,042758290,,1,3,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:03,2003-09-12 09:46:03,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0414089535,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
IPLUXBG,U,U,IP LUXEMBOURG,D'LETERBURGER LAND (magazine Lux),"Val Ste Croix, 7",,LU1371,,LUXEMBOURG,F,,003,,,,LU,,,00352/44.85.85,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:03,2003-09-12 09:46:03,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
IRGPLASTIC,C,U,IRG PLASTICS,,LEUKAARD 1,,BE2440,,GEEL,N,,,,001,,BE,0404899576,,014576711,014581127,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:03,2003-09-12 09:46:03,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0404899576,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
ISABEL,U,S,Isabel S.A.,,bd de l'Impératrice 13-15,,BE1000,,Bruxelles,F,0,,003,,,BE,0456421523,,02/545.17.11,02/545.17.19,,1,1,,,,,,,,440100,,611101,,,BBRBBE,096363911685,,0,0,0,0,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,11,0,0,,,,,0,,0,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0456421523,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
IVEKA,U,S,IVEKA,,MECHELSESTEENWEG 271,,BE2018,,ANTWERPEN,N,,,002,,,BE,0222030426,,032800211,032187788,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0222030426,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
JACOBS,U,U,JACOBS-SUCHARD NV,,BILKENSVELD 1,,BE1500,,HALLE,N,,003,,,,BE,0402440924,,023623111,023623998,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0402440924,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
JANSSEN,C,U,JANSSEN PHARMACEUTICA NV,,TURNHOUTSEWEG 30,,BE2340,,BEERSE,N,,,,001,,BE,0403834160,,014602111,014602841,,4,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403834160,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
JETAIRE,U,S,JETAIRE,,62 avenue Foch BP 2003,,FR59702,,Marcq-en Baroeul,F,,,002,,,FR,,,0033/20983710,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
JIEPIE,U,U,JIEPIE DESIGN SARL,,"7, IM REHSPELT",,LU4981,,RECKANGE SUR MESS,F,,003,,,,LU,,,00352/21143292,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
KIA,C,U,KIA BELGIUM,,KAAISTRAAT 60,,BE2960,,SINT-JOB-IN-'T GOOR,N,,,,001,,BE,0418772853,,033150726,033150790,,4,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0418772853,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
KOMPASSL,U,S,KOMPASS LUXEMBOURG  EDITUS,LA LIGNE BLEUE - LES PAGES JAUNES,Rue Michel Rodange 28,,LU2430,,LUXEMBOURG,F,,,002,,,LU,10178708,,00352/49.60.51,,,1,3,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
KONE,U,U,KONE BELGIUM SA,,RUE DE BRUXELLES 174,,BE4340,,AWANS,F,,003,,,,BE,0436407453,,042399211,042399222,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0436407453,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
KRUIDVAT,C,U,KRUIDVAT NV,,MEIR 99,,BE2000,,ANTWERPEN,N,,,,001,,BE,0446891668,,032273340,032273322,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0446891668,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
KUWAIT,U,S,KUWAIT PETROLEUM (BELGIUM),,RUE DE LA PRESSE 4,,BE1000,,BRUXELLES,N,,,002,,,BE,0404584525,,025113887,025128005,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0404584525,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
LAITERIE_H,U,U,LAITERIE R#GIONALE DE HERVE SC,,AVENUE REINE ASTRID 5,,BE4650,,HERVE,F,,003,,,,BE,0402458938,,087692939,087678612,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0402458938,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
LALEMANT,C,U,LALEMANT AGENCE MARITIME NV,,TAVERNIERKAAI 2,,BE2000,,ANTWERPEN,N,,,,002,,BE,0404532164,,032314950,032320079,,4,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0404532164,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
LAWN_COMF,U,S,LAWN COMFORT SA,,RUE DE WALLONIE 12,,BE4432,,ALLEUR,F,,,002,,,BE,0403926608,,042467411,042634951,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403926608,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
LA_POSTE,U,U,LA POSTE SA,,CENTRE MONNAIE - MUNTCENTRUM,,BE1000,,BRUXELLES,N,,003,,,,BE,0214596464,,022262111,022184962,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0214596464,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
LCE,C,U,LA COMMANDE ELECTRONIQUE,,BP 62  -  DOUAINS,,FR27120,,PACY sur EURE,F,,,,001,,FR,45454444444,,0033 32646362,,,3,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,2003-09-08 00:00:00,1,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
LCEGREN,U,S,LCE GRENOBLE,,Z.A. le prés Milliet,,FR38330,,Mont Bonnot,F,,,002,,,FR,,,003376523334,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
LDCI,U,U,L.D.C.I. NV,,ARENBERGSTRAAT 21,,BE2000,,ANTWERPEN,N,,003,,,,BE,0446040444,,032036600,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0446040444,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
LESSUISE,C,U,MAISON LESSUISE SPRL,,RUE DU CHATEAU MASSART 118,,BE4000,,LIEGE,F,,,,001,,BE,0434200506,,042461010,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0434200506,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
LEVER_OTAR,U,S,LEVER OTARES,,HAACHTSESTEENWEG 672,,BE1910,,KAMPENHOUT,N,,,002,,,BE,0438390312,,016606060,016605395,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0438390312,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
LINTOR,U,U,LINTOR,,BOSSENSTRAAT 26,,BE2547,,LINT,N,,003,,,,BE,0414795160,,034540420,034540255,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0414795160,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
LOBIAL,C,U,LOBIAL SOGEVAL,,BP 911 - 200 route de Mayenne,,FR53031,,LAVAL,F,,,,001,,FR,72574454477,,0033/43495151,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
LOOK,U,S,LOOK and Cie,,,,BE,,,F,,,001,,,BE,0449395951,,,,,,,,,,MD,HG,21.000000,,,,601000,,,BBRBBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0449395951,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
LUXCONSE,U,S,LUX CONSEIL INTERNATIONAL S.A.,INTERIM #Agence,"Avenue de la Gare, 65",,LU1611,,LUXEMBOURG,F,,,002,,,LU,,,00352/49.09.56,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
LYCEBIEV,U,U,LYCEE TECHNIQUE NIC BIEVER,,28 RUE DU PARC,,LU3542,,DUDELANGE,F,,003,,,,LU,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
LYCEBONE,C,U,LYCEE TECHNIQUE DE BONNEVOIE,,119 RUE DU CIMETIERE,,LU1338,,LUXEMBOURG,F,,,,001,,LU,,,,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,2003-09-08 00:00:00,1,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
LYCEETTE,U,S,LYCEE TECHNIQUE ETTELBRUCK,,Av. de Salentiny,,LU9080,,ETTELBRUCK,F,,,002,003,,LU,,,00352/819201,,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
MAC,U,U,INTERNATIONAL BUSINESS MAC,,SQUARE VICTORIA REGINA 1,,BE1210,,BRUXELLES,N,,003,,,,BE,0405912336,,022252111,022143478,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0405912336,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
MARIECON,C,U,ECOLE PRIVEE MARIE-CONSOLATRICE,,"rue de Luxembourg, 101",,LU4221,,ESCH-SUR-ALZETTE,F,,,,001,,LU,,,00352/5212571,,,3,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
MARUBENI,U,S,MARUBENI AUTO - EUROPE NV,,BOOMSESTEENWEG 44,,BE2630,,AARTSELAAR,N,,,002,,,BE,0437061808,,038770680,038771254,,1,3,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0437061808,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
MAS,U,U,MAS BENELUX SA,,PARC INDUSTRIEL DE PETIT-RECHAIN,,BE4800,,PETIT-RECHAIN,F,,003,,,,BE,0414251465,,087322626,087315908,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0414251465,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
MASTERLOCK,U,S,Master lock,,,,BE,,,F,0,,001,,,BE,,,,,,1,1,,,,MD,HG,21.000000,,,,601000,,,BBRBBE,,,0,0,0,0,,,,,,,,,,,,,,,,,60*,0,0,,,,,0,,0,,,,,,,,,BOB,2003-10-27 15:59:34,ADMIN,2008-06-30 12:00:45,A,,,,,,0,0,0,0,0,0,0,0,0,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
MATCH,C,U,MATCH SA,,ROUTE DE GOSSELIES 408,,BE6220,,WANGENIES,F,,,,001,,BE,0426985288,,071815070,071815105,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0426985288,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
MATHIEU,U,S,F. MATHIEU NV,,VAN PUTLEI 14,,BE2018,,ANTWERPEN,N,,,002,,,BE,0404973614,,032164900,032161328,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0404973614,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
MAVIC,U,S,MAVIC Belgium SA,,,,BE,,,F,,,001,,,BE,0439130282,,,,,,,,,,MD,HG,21.000000,,,,601000,,,BBRBBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:45,M,,,,,0439130282,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
MERCUREH,U,U,MERCURE HOLIGOLF HOTEL,,"rue F. SAVART, 1",Technopole,FR57016,,METZ,F,,003,,,,FR,,,0033/87399450,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,FR,France,0,,,0,,
MERKUR,C,U,CHAMBRE DE COMMERCE,DU GRAND DUCHE DE LUXEMBOURG,7 rue Alcide de Gaspéri,,LU1615,,LUXEMBOURG,F,,,,001,,LU,,,00352 423939,,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:04,2003-09-12 09:46:04,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,,0,,,,,,,,,0,0,FOR,,0,,,,,0,0,,,,,M,,LU,Luxembourg,0,,,0,,
MESSAGERIE,U,S,AGENCE & MESSAGERIES DE LA PRESSE SA,,RUE PETITE-ILE 1,,BE1070,,BRUXELLES,N,,,002,,,BE,0403482188,,025251411,025201229,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0403482188,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
MESTDAGH,U,U,MESTDAGH SA,,RUE DU COLOMBIER 9,,BE6041,,GOSSELIES,F,,003,,,,BE,0430140065,,071257211,071357319,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0430140065,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
METALLO,C,U,METALLO CHIMIQUE INTERNATIONAL NV,,VAARTSTRAAT 59,,BE2340,,BEERSE,N,,,,001,,BE,0424369357,,014609511,014611470,,2,1,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0424369357,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,België,0,,,0,,
METAL_PROF,U,S,METAL PROFIL BELGIUM SA,,PARC INDUSTRIEL DES HAUTS-SART,,BE4040,,HERSTAL,F,,,002,,,BE,0419318132,,042406711,042481518,,1,2,,,,,,,,,,600000,,,,,,,,,,,,,,,,,,,,,,2003-09-12 09:46:05,2003-09-12 09:46:05,BOB,,,,,,,,,,,,,,,,,,,,,,ADMIN,2008-06-30 12:00:44,M,,,,,0419318132,0,,,,,,,,,0,0,NAT,,0,,,,,0,0,,,,,M,,BE,Belgique,0,,,0,,
