"HID,A,10","HDBK,A,4","HFYEAR,A,5","HMONTH,I,4","HDOCNO,I,4","HORDERNO,I,4","HDBTYPE,A,3","HYEAR,I,4","HCUSSUP,A,10","HDOCDATE,D,4","HDUEDATE,D,4","HREM,A,40","HAMOUNT,$,8","HCURRENCY,A,3","HCURAMN,$,8","HBASE,$,8","HVATCODE,A,10","HTAX,$,8","HTAXND,$,8","HSTATUS,A,1","HMATCHNO,I,4","HCLASS,A,1","HTEMP,L,1","HISCOST,L,1","HORIGIN,A,1","COST_DEPART,A,5","CONVCLASS,A,1","INTUSE1,I,4","COST_PER,A,6","COST_PERS,A,6","COST_MAGASIN,A,10"
612200,A02,2003,5,2003043,5,PUR,2003,VIKING,2003-05-31,2003-06-30,VIKING,20.660000,,,20.660000,NSGSD21,4.340000,0.000000,,,,,1,,200,,,,,
612200,A02,2003,5,2003043,6,PUR,2003,VIKING,2003-05-31,2003-06-30,VIKING,9.840000,,,9.840000,NSGSD21,2.040000,0.000000,,,,,1,,300,,,,,
612200,A02,2003,6,2003051,2,PUR,2003,VIKING,2003-06-15,2003-07-15,VIKING,19.880000,,,19.880000,NSGSD21,4.170000,0.000000,,,,,1,,001,,,,,
612200,A02,2003,6,2003051,3,PUR,2003,VIKING,2003-06-15,2003-07-15,VIKING,17.490000,,,17.490000,NSGSD21,3.670000,0.000000,,,,,1,,002,,,,,
612200,A02,2003,6,2003051,4,PUR,2003,VIKING,2003-06-15,2003-07-15,VIKING,17.490000,,,17.490000,NSGSD21,3.670000,0.000000,,,,,1,,100,,,,,
612200,A02,2003,6,2003051,5,PUR,2003,VIKING,2003-06-15,2003-07-15,VIKING,16.700000,,,16.700000,NSGSD21,3.510000,0.000000,,,,,1,,200,,,,,
612200,A02,2003,6,2003051,6,PUR,2003,VIKING,2003-06-15,2003-07-15,VIKING,7.950000,,,7.950000,NSGSD21,1.670000,0.000000,,,,,1,,300,,,,,
612200,A02,2003,7,2003058,2,PUR,2003,VIKING,2003-07-31,2003-08-30,VIKING,39.320000,,,39.320000,NSGSD21,8.260000,0.000000,,,,,1,,001,,,,,
612200,A02,2003,7,2003058,3,PUR,2003,VIKING,2003-07-31,2003-08-30,VIKING,34.600000,,,34.600000,NSGSD21,7.270000,0.000000,,,,,1,,002,,,,,
612200,A02,2003,7,2003058,4,PUR,2003,VIKING,2003-07-31,2003-08-30,VIKING,34.600000,,,34.600000,NSGSD21,7.270000,0.000000,,,,,1,,100,,,,,
612200,A02,2003,7,2003058,5,PUR,2003,VIKING,2003-07-31,2003-08-30,VIKING,33.030000,,,33.030000,NSGSD21,6.940000,0.000000,,,,,1,,200,,,,,
612200,A02,2003,7,2003058,6,PUR,2003,VIKING,2003-07-31,2003-08-30,VIKING,15.730000,,,15.730000,NSGSD21,3.280000,0.000000,,,,,1,,300,,,,,
612200,A02,2003,9,2003073,2,PUR,2003,VIKING,2003-09-01,2003-10-01,VIKING,22.360000,,,22.360000,NSGSD21,4.700000,0.000000,,,,,1,,001,,,,,
612200,A02,2003,9,2003073,3,PUR,2003,VIKING,2003-09-01,2003-10-01,VIKING,19.680000,,,19.680000,NSGSD21,4.130000,0.000000,,,,,1,,002,,,,,
612200,A02,2003,9,2003073,4,PUR,2003,VIKING,2003-09-01,2003-10-01,VIKING,19.680000,,,19.680000,NSGSD21,4.130000,0.000000,,,,,1,,100,,,,,
612200,A02,2003,9,2003073,5,PUR,2003,VIKING,2003-09-01,2003-10-01,VIKING,18.780000,,,18.780000,NSGSD21,3.940000,0.000000,,,,,1,,200,,,,,
612200,A02,2003,9,2003073,6,PUR,2003,VIKING,2003-09-01,2003-10-01,VIKING,8.950000,,,8.950000,NSGSD21,1.880000,0.000000,,,,,1,,300,,,,,
612300,A01,2001,6,20010041,2,PUR,2001,KOMPASSL,2001-06-23,2001-06-23,KOMPASSL,1352.110000,BEF,54544.000000,1352.110000,ESGD 21,283.940000,0.000000,,,,,0,,,,,,,
612300,A02,2003,1,2003007,2,PUR,2003,COPY,2003-01-20,2003-03-31,COPY,3.720000,,,3.720000,NSGSD21,0.780000,0.000000,,,,,1,,001,,,,,
612300,A02,2003,1,2003007,3,PUR,2003,COPY,2003-01-20,2003-03-31,COPY,3.270000,,,3.270000,NSGSD21,0.690000,0.000000,,,,,1,,002,,,,,
612300,A02,2003,1,2003007,4,PUR,2003,COPY,2003-01-20,2003-03-31,COPY,3.270000,,,3.270000,NSGSD21,0.690000,0.000000,,,,,1,,100,,,,,
612300,A02,2003,1,2003007,5,PUR,2003,COPY,2003-01-20,2003-03-31,COPY,3.120000,,,3.120000,NSGSD21,0.660000,0.000000,,,,,1,,200,,,,,
612300,A02,2003,1,2003007,6,PUR,2003,COPY,2003-01-20,2003-03-31,COPY,1.490000,,,1.490000,NSGSD21,0.320000,0.000000,,,,,1,,300,,,,,
612300,A02,2003,2,2003015,2,PUR,2003,COPY,2003-02-28,2003-04-30,COPY,2.530000,,,2.530000,NSGSD21,0.530000,0.000000,,,,,1,,001,,,,,
612300,A02,2003,2,2003015,3,PUR,2003,COPY,2003-02-28,2003-04-30,COPY,2.230000,,,2.230000,NSGSD21,0.470000,0.000000,,,,,1,,002,,,,,
612300,A02,2003,2,2003015,4,PUR,2003,COPY,2003-02-28,2003-04-30,COPY,2.230000,,,2.230000,NSGSD21,0.470000,0.000000,,,,,1,,100,,,,,
612300,A02,2003,2,2003015,5,PUR,2003,COPY,2003-02-28,2003-04-30,COPY,2.130000,,,2.130000,NSGSD21,0.450000,0.000000,,,,,1,,200,,,,,
612300,A02,2003,2,2003015,6,PUR,2003,COPY,2003-02-28,2003-04-30,COPY,1.010000,,,1.010000,NSGSD21,0.200000,0.000000,,,,,1,,300,,,,,
612300,A02,2003,3,2003022,2,PUR,2003,COPY,2003-03-20,2003-05-31,COPY,2.460000,,,2.460000,NSGSD21,0.520000,0.000000,,,,,1,,001,,,,,
612300,A02,2003,3,2003022,3,PUR,2003,COPY,2003-03-20,2003-05-31,COPY,2.160000,,,2.160000,NSGSD21,0.450000,0.000000,,,,,1,,002,,,,,
612300,A02,2003,3,2003022,4,PUR,2003,COPY,2003-03-20,2003-05-31,COPY,2.160000,,,2.160000,NSGSD21,0.450000,0.000000,,,,,1,,100,,,,,
612300,A02,2003,3,2003022,5,PUR,2003,COPY,2003-03-20,2003-05-31,COPY,2.060000,,,2.060000,NSGSD21,0.430000,0.000000,,,,,1,,200,,,,,
612300,A02,2003,3,2003022,6,PUR,2003,COPY,2003-03-20,2003-05-31,COPY,0.980000,,,0.980000,NSGSD21,0.210000,0.000000,,,,,1,,300,,,,,
612300,A02,2003,4,2003032,2,PUR,2003,COPY,2003-04-30,2003-06-30,COPY,2.500000,,,2.500000,NSGSD21,0.520000,0.000000,,,,,1,,001,,,,,
612300,A02,2003,4,2003032,3,PUR,2003,COPY,2003-04-30,2003-06-30,COPY,2.200000,,,2.200000,NSGSD21,0.460000,0.000000,,,,,1,,002,,,,,
612300,A02,2003,4,2003032,4,PUR,2003,COPY,2003-04-30,2003-06-30,COPY,2.200000,,,2.200000,NSGSD21,0.460000,0.000000,,,,,1,,100,,,,,
612300,A02,2003,4,2003032,5,PUR,2003,COPY,2003-04-30,2003-06-30,COPY,2.100000,,,2.100000,NSGSD21,0.440000,0.000000,,,,,1,,200,,,,,
612300,A02,2003,4,2003032,6,PUR,2003,COPY,2003-04-30,2003-06-30,COPY,1.000000,,,1.000000,NSGSD21,0.190000,0.000000,,,,,1,,300,,,,,
612300,A02,2003,5,2003042,2,PUR,2003,COPY,2003-05-31,2003-07-31,COPY,2.500000,,,2.500000,NSGSD21,0.530000,0.000000,,,,,1,,001,,,,,
612300,A02,2003,5,2003042,3,PUR,2003,COPY,2003-05-31,2003-07-31,COPY,2.200000,,,2.200000,NSGSD21,0.460000,0.000000,,,,,1,,002,,,,,
612300,A02,2003,5,2003042,4,PUR,2003,COPY,2003-05-31,2003-07-31,COPY,2.200000,,,2.200000,NSGSD21,0.460000,0.000000,,,,,1,,100,,,,,
612300,A02,2003,5,2003042,5,PUR,2003,COPY,2003-05-31,2003-07-31,COPY,2.100000,,,2.100000,NSGSD21,0.440000,0.000000,,,,,1,,200,,,,,
612300,A02,2003,5,2003042,6,PUR,2003,COPY,2003-05-31,2003-07-31,COPY,1.000000,,,1.000000,NSGSD21,0.240000,0.000000,,,,,1,,300,,,,,
612300,A02,2003,6,2003050,2,PUR,2003,COPY,2003-06-15,2003-08-31,COPY,2.020000,,,2.020000,NSGSD21,0.420000,0.000000,,,,,1,,001,,,,,
612300,A02,2003,6,2003050,3,PUR,2003,COPY,2003-06-15,2003-08-31,COPY,1.780000,,,1.780000,NSGSD21,0.370000,0.000000,,,,,1,,002,,,,,
612300,A02,2003,6,2003050,4,PUR,2003,COPY,2003-06-15,2003-08-31,COPY,1.780000,,,1.780000,NSGSD21,0.370000,0.000000,,,,,1,,100,,,,,
612300,A02,2003,6,2003050,5,PUR,2003,COPY,2003-06-15,2003-08-31,COPY,1.700000,,,1.700000,NSGSD21,0.360000,0.000000,,,,,1,,200,,,,,
612300,A02,2003,6,2003050,6,PUR,2003,COPY,2003-06-15,2003-08-31,COPY,0.810000,,,0.810000,NSGSD21,0.190000,0.000000,,,,,1,,300,,,,,
612300,A02,2003,7,2003057,2,PUR,2003,COPY,2003-07-31,2003-09-30,COPY,4.000000,,,4.000000,NSGSD21,0.840000,0.000000,,,,,1,,001,,,,,
612300,A02,2003,7,2003057,3,PUR,2003,COPY,2003-07-31,2003-09-30,COPY,3.520000,,,3.520000,NSGSD21,0.740000,0.000000,,,,,1,,002,,,,,
612300,A02,2003,7,2003057,4,PUR,2003,COPY,2003-07-31,2003-09-30,COPY,3.520000,,,3.520000,NSGSD21,0.740000,0.000000,,,,,1,,100,,,,,
612300,A02,2003,7,2003057,5,PUR,2003,COPY,2003-07-31,2003-09-30,COPY,3.360000,,,3.360000,NSGSD21,0.710000,0.000000,,,,,1,,200,,,,,
612300,A02,2003,7,2003057,6,PUR,2003,COPY,2003-07-31,2003-09-30,COPY,1.600000,,,1.600000,NSGSD21,0.360000,0.000000,,,,,1,,300,,,,,
612300,A02,2003,8,2003065,2,PUR,2003,COPY,2003-08-10,2003-10-31,COPY,3.540000,,,3.540000,NSGSD21,0.740000,0.000000,,,,,1,,001,,,,,
612300,A02,2003,8,2003065,3,PUR,2003,COPY,2003-08-10,2003-10-31,COPY,3.120000,,,3.120000,NSGSD21,0.660000,0.000000,,,,,1,,002,,,,,
612300,A02,2003,8,2003065,4,PUR,2003,COPY,2003-08-10,2003-10-31,COPY,3.120000,,,3.120000,NSGSD21,0.660000,0.000000,,,,,1,,100,,,,,
612300,A02,2003,8,2003065,5,PUR,2003,COPY,2003-08-10,2003-10-31,COPY,2.980000,,,2.980000,NSGSD21,0.630000,0.000000,,,,,1,,200,,,,,
612300,A02,2003,8,2003065,6,PUR,2003,COPY,2003-08-10,2003-10-31,COPY,1.420000,,,1.420000,NSGSD21,0.280000,0.000000,,,,,1,,300,,,,,
612300,A02,2003,9,2003072,2,PUR,2003,COPY,2003-09-01,2003-11-30,COPY,2.280000,,,2.280000,NSGSD21,0.480000,0.000000,,,,,1,,001,,,,,
612300,A02,2003,9,2003072,3,PUR,2003,COPY,2003-09-01,2003-11-30,COPY,2.010000,,,2.010000,NSGSD21,0.420000,0.000000,,,,,1,,002,,,,,
612300,A02,2003,9,2003072,4,PUR,2003,COPY,2003-09-01,2003-11-30,COPY,2.010000,,,2.010000,NSGSD21,0.420000,0.000000,,,,,1,,100,,,,,
612300,A02,2003,9,2003072,5,PUR,2003,COPY,2003-09-01,2003-11-30,COPY,1.920000,,,1.920000,NSGSD21,0.400000,0.000000,,,,,1,,200,,,,,
612300,A02,2003,9,2003072,6,PUR,2003,COPY,2003-09-01,2003-11-30,COPY,0.910000,,,0.910000,NSGSD21,0.180000,0.000000,,,,,1,,300,,,,,
613000,A01,2001,10,20010054,2,PUR,2001,PARTEK,2001-10-30,2001-10-30,PARTEK,935.130000,BEF,37723.000000,935.130000,NSGSD21,196.380000,0.000000,,,,,1,,100,,,,,
613100,A01,2003,12,20030023,2,PUR,2003,AGF,2003-12-13,2004-02-29,AGF,303.310000,,,303.310000,NSGSD21,63.690000,0.000000,,,,,1,,100,,,,,
613100,A02,2003,4,2003034,2,PUR,2003,AGF,2003-04-30,2003-06-30,AGF,1315.000000,,,1315.000000,NSGSD0,0.000000,0.000000,,,,,1,,001,,,,,
613100,A02,2003,4,2003034,3,PUR,2003,AGF,2003-04-30,2003-06-30,AGF,1157.200000,,,1157.200000,NSGSD0,0.000000,0.000000,,,,,1,,002,,,,,
613100,A02,2003,4,2003034,4,PUR,2003,AGF,2003-04-30,2003-06-30,AGF,1157.200000,,,1157.200000,NSGSD0,0.000000,0.000000,,,,,1,,100,,,,,
613100,A02,2003,4,2003034,5,PUR,2003,AGF,2003-04-30,2003-06-30,AGF,1104.600000,,,1104.600000,NSGSD0,0.000000,0.000000,,,,,1,,200,,,,,
613100,A02,2003,4,2003034,6,PUR,2003,AGF,2003-04-30,2003-06-30,AGF,526.000000,,,526.000000,NSGSD0,0.000000,0.000000,,,,,1,,300,,,,,
613110,A02,2003,4,2003035,2,PUR,2003,SMAP,2003-04-30,2003-06-30,SMAP,2625.000000,,,2625.000000,NSGSD0,0.000000,0.000000,,,,,1,,001,,,,,
613110,A02,2003,4,2003035,3,PUR,2003,SMAP,2003-04-30,2003-06-30,SMAP,2310.000000,,,2310.000000,NSGSD0,0.000000,0.000000,,,,,1,,002,,,,,
613110,A02,2003,4,2003035,4,PUR,2003,SMAP,2003-04-30,2003-06-30,SMAP,2310.000000,,,2310.000000,NSGSD0,0.000000,0.000000,,,,,1,,100,,,,,
613110,A02,2003,4,2003035,5,PUR,2003,SMAP,2003-04-30,2003-06-30,SMAP,2205.000000,,,2205.000000,NSGSD0,0.000000,0.000000,,,,,1,,200,,,,,
613110,A02,2003,4,2003035,6,PUR,2003,SMAP,2003-04-30,2003-06-30,SMAP,1050.000000,,,1050.000000,NSGSD0,0.000000,0.000000,,,,,1,,300,,,,,
614300,A02,2003,1,2003006,2,PUR,2003,EASY,2003-01-20,2003-03-31,EASY,367.500000,,,367.500000,NSGSD21,77.180000,0.000000,,,,,1,,001,,,,,
614300,A02,2003,2,2003014,2,PUR,2003,EASY,2003-02-28,2003-04-30,EASY,250.000000,,,250.000000,NSGSD21,52.500000,0.000000,,,,,1,,001,,,,,
614300,A02,2003,3,2003021,2,PUR,2003,EASY,2003-03-20,2003-05-31,EASY,242.500000,,,242.500000,NSGSD21,50.930000,0.000000,,,,,1,,001,,,,,
614300,A02,2003,4,2003031,2,PUR,2003,EASY,2003-04-30,2003-06-30,EASY,246.250000,,,246.250000,NSGSD21,51.710000,0.000000,,,,,1,,001,,,,,
614300,A02,2003,5,2003041,2,PUR,2003,EASY,2003-05-31,2003-07-31,EASY,247.500000,,,247.500000,NSGSD21,51.980000,0.000000,,,,,1,,001,,,,,
614300,A02,2003,6,2003049,2,PUR,2003,EASY,2003-06-15,2003-08-31,EASY,200.000000,,,200.000000,NSGSD21,42.000000,0.000000,,,,,1,,001,,,,,
614300,A02,2003,7,2003056,2,PUR,2003,EASY,2003-07-31,2003-09-30,EASY,395.630000,,,395.630000,NSGSD21,83.080000,0.000000,,,,,1,,001,,,,,
614300,A02,2003,8,2003064,2,PUR,2003,EASY,2003-08-10,2003-10-31,EASY,350.000000,,,350.000000,NSGSD21,73.500000,0.000000,,,,,1,,001,,,,,
614300,A02,2003,9,2003071,2,PUR,2003,EASY,2003-09-01,2003-11-30,EASY,225.000000,,,225.000000,NSGSD21,47.250000,0.000000,,,,,0,,,,,,,
614600,A02,2003,3,2003025,2,PUR,2003,RESTAURANT,2003-03-31,2003-05-31,RESTAURANT,253.260000,,,253.260000,NSGSD0,0.000000,0.000000,,,,,1,,001,,,,,
620000,BBL,2002,1,20020001,7,CAS,2002,,2002-01-30,2002-01-30,,7436.810000,,,,,,,,,,,0,,,,,,,
630100,AMO,2001,12,1,10,PRI,2001,,2001-12-31,2001-12-31,000005:Amortissements 2001,722.950000,,,,,,,,,,,0,,,,,,,
630200,AMO,2001,12,1,2,PRI,2001,,2001-12-31,2001-12-31,000001:Amortissements 2001,8676.270000,,,,,,,,,,,0,,,,,,,
630200,AMO,2001,12,1,4,PRI,2001,,2001-12-31,2001-12-31,000002:Amortissements 2001,1487.360000,,,,,,,,,,,0,,,,,,,
630200,AMO,2001,12,1,6,PRI,2001,,2001-12-31,2001-12-31,000003:Amortissements 2001,743.680000,,,,,,,,,,,0,,,,,,,
630200,AMO,2001,12,1,8,PRI,2001,,2001-12-31,2001-12-31,000004:Amortissements 2001,2091.600000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,1,2,2,PRI,2003,,2003-01-31,2003-01-31,000001:,354.210000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,1,2,4,PRI,2003,,2003-01-31,2003-01-31,000002:,4.480000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,1,2,6,PRI,2003,,2003-01-31,2003-01-31,000003:,6.060000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,1,2,8,PRI,2003,,2003-01-31,2003-01-31,000004:,1666.670000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,2,3,2,PRI,2003,,2003-02-28,2003-02-28,000001:,354.200000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,2,3,4,PRI,2003,,2003-02-28,2003-02-28,000002:,4.490000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,2,3,6,PRI,2003,,2003-02-28,2003-02-28,000003:,6.050000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,2,3,8,PRI,2003,,2003-02-28,2003-02-28,000004:,1666.660000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,2,3,10,PRI,2003,,2003-02-28,2003-02-28,000005:,931.650000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,2,3,12,PRI,2003,,2003-02-28,2003-02-28,000006:,318.800000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,2,3,14,PRI,2003,,2003-02-28,2003-02-28,000007:,339.880000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,3,4,2,PRI,2003,,2003-03-31,2003-03-31,000001:,354.210000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,3,4,4,PRI,2003,,2003-03-31,2003-03-31,000002:,4.480000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,3,4,6,PRI,2003,,2003-03-31,2003-03-31,000003:,6.060000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,3,4,8,PRI,2003,,2003-03-31,2003-03-31,000004:,1666.670000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,3,4,10,PRI,2003,,2003-03-31,2003-03-31,000005:,931.640000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,3,4,12,PRI,2003,,2003-03-31,2003-03-31,000006:,318.810000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,3,4,14,PRI,2003,,2003-03-31,2003-03-31,000007:,339.890000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,4,5,2,PRI,2003,,2003-04-30,2003-04-30,000001:,354.200000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,4,5,4,PRI,2003,,2003-04-30,2003-04-30,000002:,4.480000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,4,5,6,PRI,2003,,2003-04-30,2003-04-30,000003:,6.050000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,4,5,8,PRI,2003,,2003-04-30,2003-04-30,000004:,1666.670000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,4,5,10,PRI,2003,,2003-04-30,2003-04-30,000005:,931.650000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,4,5,12,PRI,2003,,2003-04-30,2003-04-30,000006:,318.800000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,4,5,14,PRI,2003,,2003-04-30,2003-04-30,000007:,339.880000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,5,6,2,PRI,2003,,2003-05-31,2003-05-31,000001:,354.210000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,5,6,4,PRI,2003,,2003-05-31,2003-05-31,000002:,4.490000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,5,6,6,PRI,2003,,2003-05-31,2003-05-31,000003:,6.060000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,5,6,8,PRI,2003,,2003-05-31,2003-05-31,000004:,1666.660000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,5,6,10,PRI,2003,,2003-05-31,2003-05-31,000005:,931.650000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,5,6,12,PRI,2003,,2003-05-31,2003-05-31,000006:,318.810000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,5,6,14,PRI,2003,,2003-05-31,2003-05-31,000007:,339.880000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,6,7,2,PRI,2003,,2003-06-30,2003-06-30,000001:,354.210000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,6,7,4,PRI,2003,,2003-06-30,2003-06-30,000002:,4.480000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,6,7,6,PRI,2003,,2003-06-30,2003-06-30,000003:,6.060000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,6,7,8,PRI,2003,,2003-06-30,2003-06-30,000004:,1666.670000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,6,7,10,PRI,2003,,2003-06-30,2003-06-30,000005:,931.640000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,6,7,12,PRI,2003,,2003-06-30,2003-06-30,000006:,318.800000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,6,7,14,PRI,2003,,2003-06-30,2003-06-30,000007:,339.880000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,7,8,2,PRI,2003,,2003-07-31,2003-07-31,000001:,354.200000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,7,8,4,PRI,2003,,2003-07-31,2003-07-31,000002:,4.480000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,7,8,6,PRI,2003,,2003-07-31,2003-07-31,000003:,6.050000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,7,8,8,PRI,2003,,2003-07-31,2003-07-31,000004:,1666.670000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,7,8,10,PRI,2003,,2003-07-31,2003-07-31,000005:,931.650000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,7,8,12,PRI,2003,,2003-07-31,2003-07-31,000006:,318.810000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,7,8,14,PRI,2003,,2003-07-31,2003-07-31,000007:,339.890000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,8,9,2,PRI,2003,,2003-08-31,2003-08-31,000001:,354.210000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,8,9,4,PRI,2003,,2003-08-31,2003-08-31,000002:,4.490000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,8,9,6,PRI,2003,,2003-08-31,2003-08-31,000003:,6.060000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,8,9,8,PRI,2003,,2003-08-31,2003-08-31,000004:,1666.660000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,8,9,10,PRI,2003,,2003-08-31,2003-08-31,000005:,931.640000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,8,9,12,PRI,2003,,2003-08-31,2003-08-31,000006:,318.800000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,8,9,14,PRI,2003,,2003-08-31,2003-08-31,000007:,339.880000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,9,10,2,PRI,2003,,2003-09-30,2003-09-30,000001:,354.200000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,9,10,4,PRI,2003,,2003-09-30,2003-09-30,000002:,4.480000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,9,10,6,PRI,2003,,2003-09-30,2003-09-30,000003:,6.050000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,9,10,8,PRI,2003,,2003-09-30,2003-09-30,000004:,1666.670000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,9,10,10,PRI,2003,,2003-09-30,2003-09-30,000005:,931.650000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,9,10,12,PRI,2003,,2003-09-30,2003-09-30,000006:,318.810000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,9,10,14,PRI,2003,,2003-09-30,2003-09-30,000007:,339.880000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,10,11,2,PRI,2003,,2003-10-31,2003-10-31,000001:,354.210000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,10,11,4,PRI,2003,,2003-10-31,2003-10-31,000002:,4.480000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,10,11,6,PRI,2003,,2003-10-31,2003-10-31,000003:,6.060000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,10,11,8,PRI,2003,,2003-10-31,2003-10-31,000004:,1666.670000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,10,11,10,PRI,2003,,2003-10-31,2003-10-31,000005:,931.650000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,10,11,12,PRI,2003,,2003-10-31,2003-10-31,000006:,318.800000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,10,11,14,PRI,2003,,2003-10-31,2003-10-31,000007:,339.880000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,11,12,2,PRI,2003,,2003-11-30,2003-11-30,000001:,354.200000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,11,12,4,PRI,2003,,2003-11-30,2003-11-30,000002:,4.490000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,11,12,6,PRI,2003,,2003-11-30,2003-11-30,000003:,6.050000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,11,12,8,PRI,2003,,2003-11-30,2003-11-30,000004:,1666.660000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,11,12,10,PRI,2003,,2003-11-30,2003-11-30,000005:,931.640000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,11,12,12,PRI,2003,,2003-11-30,2003-11-30,000006:,318.810000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,11,12,14,PRI,2003,,2003-11-30,2003-11-30,000007:,339.890000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,12,13,2,PRI,2003,,2003-12-31,2003-12-31,000001:,354.210000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,12,13,4,PRI,2003,,2003-12-31,2003-12-31,000002:,4.480000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,12,13,6,PRI,2003,,2003-12-31,2003-12-31,000003:,6.060000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,12,13,8,PRI,2003,,2003-12-31,2003-12-31,000004:,1666.670000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,12,13,10,PRI,2003,,2003-12-31,2003-12-31,000005:,931.650000,,,,,,,,,,,1,,001,,,,,
630200,AMO,2003,12,13,12,PRI,2003,,2003-12-31,2003-12-31,000006:,318.800000,,,,,,,,,,,0,,,,,,,
630200,AMO,2003,12,13,14,PRI,2003,,2003-12-31,2003-12-31,000007:,339.880000,,,,,,,,,,,1,,001,,,,,
650000,BBL,2002,3,20020006,15,CAS,2002,,2002-03-30,2002-03-30,,297.470000,,,,,,,,,,,0,,,,,,,
650000,CERA,2001,3,20010001,11,CAS,2001,,2001-03-23,2001-03-23,,305.970000,BEF,12343.000000,,,,,,,,,0,,,,,,,
